Kingdom	Phylum	Order	Family	Class	Genus	V7
ASV2779	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV2780	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV2781	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetovibrio	NA
ASV2782	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	Ilumatobacter	NA
ASV2783	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV2784	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fabibacter	NA
ASV2785	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
ASV2786	Bacteria	Bacteroidetes	Rhodothermales	Rhodothermaceae	Rhodothermia	NA	NA
ASV2787	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV2788	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	NA
ASV2789	Bacteria	Proteobacteria	Acetobacterales	Acetobacteraceae	Alphaproteobacteria	Acidiphilium	NA
ASV2790	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV2791	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2792	Bacteria	Proteobacteria	Thiomicrospirales	Thiomicrospiraceae	Gammaproteobacteria	Thiomicrorhabdus	NA
ASV2793	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
ASV2794	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV2795	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV2796	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Massilia	NA
ASV2797	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
ASV2798	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
ASV2799	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
ASV2800	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV2801	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV2802	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2803	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
ASV2804	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2805	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
ASV2806	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV2807	Bacteria	Proteobacteria	Alteromonadales	Moritellaceae	Gammaproteobacteria	Moritella	NA
ASV2808	Bacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Thermoleophilia	Solirubrobacter	NA
ASV2809	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV2810	Bacteria	Firmicutes	Lactobacillales	Streptococcaceae	Bacilli	Streptococcus	cristatus/sanguinis
ASV2811	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Moraxella	catarrhalis/nonliquefaciens
ASV2812	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV2813	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Salinirepens	NA
ASV2814	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
ASV2815	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	NA
ASV2816	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	NA	NA
ASV2817	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2818	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
ASV2819	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
ASV2820	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV2821	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	Vibrionimonas	magnilacihabitans
ASV2822	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Kocuria	indica/marina
ASV2823	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2824	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2825	Bacteria	Firmicutes	Bacillales	Staphylococcaceae	Bacilli	Staphylococcus	pasteuri/warneri
ASV2826	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV2827	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Olleya	NA
ASV2828	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
ASV2829	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2830	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV2831	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
ASV2832	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
ASV2833	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
ASV2834	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV2835	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
ASV2836	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2837	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Micrococcus	NA
ASV2838	Bacteria	Firmicutes	Lactobacillales	Streptococcaceae	Bacilli	Streptococcus	salivarius/thermophilus
ASV2839	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV2840	Bacteria	Proteobacteria	Alteromonadales	Marinobacteraceae	Gammaproteobacteria	Marinobacter	NA
ASV2841	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
ASV2842	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Lentibacter	NA
ASV2843	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
ASV2844	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV2845	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV2846	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
ASV2847	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
ASV2848	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2849	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
ASV2850	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV2851	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV2852	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
ASV2853	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV2854	Bacteria	Proteobacteria	Rhizobiales	Labraceae	Alphaproteobacteria	Labrys	ginsengisoli/neptuniae/portucalensis
ASV2855	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV2856	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV2857	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	NA	NA
ASV2858	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
ASV2859	Bacteria	Firmicutes	Bacillales	Paenibacillaceae	Bacilli	Cohnella	NA
ASV2860	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
ASV2861	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Amphritea	NA
ASV2862	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV2863	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
ASV2864	Bacteria	Bacteroidetes	Rhodothermales	Rhodothermaceae	Rhodothermia	NA	NA
ASV2865	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV2866	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
ASV2867	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
ASV2868	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
ASV2869	Bacteria	Firmicutes	Bacillales	Planococcaceae	Bacilli	Planococcus	NA
ASV2870	Bacteria	Proteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria	Chelatococcus	NA
ASV2871	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV2872	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria	Pseudomonas	NA
ASV2873	Bacteria	Proteobacteria	Oligoflexales	053A03-B-DI-P58	Deltaproteobacteria	NA	NA
ASV2874	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Paenicardinium	NA
ASV2875	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV2876	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Luteibaculum	NA
ASV2877	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
ASV2878	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
ASV2879	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV2880	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV2881	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
ASV2882	Bacteria	Firmicutes	Lactobacillales	Lactobacillaceae	Bacilli	Lactobacillus	acidophilus/casei/crispatus/gallinarum
ASV2883	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV2884	Bacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinobacteria	Marmoricola	NA
ASV2885	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
ASV2886	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
ASV2887	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
ASV2888	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
ASV2889	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Photobacterium	frigidiphilum
ASV2890	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
ASV2891	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Altererythrobacter	NA
ASV2892	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2893	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV2894	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2895	Bacteria	Chlamydiae	Chlamydiales	Parachlamydiaceae	Chlamydiae	NA	NA
ASV2896	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
ASV2897	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Glaciimonas	NA
ASV2898	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV2899	Bacteria	Firmicutes	Bacillales	Thermoactinomycetaceae	Bacilli	Planifilum	NA
ASV2900	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
ASV2901	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingobium	japonicum
ASV2902	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
ASV2903	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Leucothrix	NA
ASV2904	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV2905	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
ASV2906	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	antarcticus
ASV2907	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
ASV2908	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	NA	NA
ASV2909	Bacteria	Lentisphaerae	Lentisphaerales	Lentisphaeraceae	Lentisphaeria	Lentisphaera	NA
ASV2910	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
ASV2911	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV2912	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Kocuria	rhizophila/salsicia
ASV2913	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV2914	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Amylibacter	NA
ASV2915	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2916	Bacteria	Proteobacteria	Myxococcales	Nannocystaceae	Deltaproteobacteria	NA	NA
ASV2917	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2918	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
ASV2919	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV2920	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
ASV2921	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV2922	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
ASV2923	Bacteria	Proteobacteria	Desulfuromonadales	Sva1033	Deltaproteobacteria	NA	NA
ASV2924	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV2925	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2926	Bacteria	Firmicutes	Clostridiales	Lachnospiraceae	Clostridia	Lachnospiraceae_UCG-004	NA
ASV2927	Bacteria	Firmicutes	Bacillales	Bacillaceae	Bacilli	Bacillus	NA
ASV2928	Bacteria	Proteobacteria	Rhizobiales	Xanthobacteraceae	Alphaproteobacteria	Bradyrhizobium	NA
ASV2929	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
ASV2930	Bacteria	Proteobacteria	Nitrosococcales	Methylophagaceae	Gammaproteobacteria	NA	NA
ASV2931	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
ASV2932	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2933	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
ASV2934	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Actibacter	NA
ASV2935	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	NA	NA
ASV2936	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV2937	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
ASV2938	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter_clade_NAC11-7_lineage	NA
ASV2939	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV2940	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2941	Bacteria	Bacteroidetes	Flavobacteriales	NS7_marine_group	Bacteroidia	NA	NA
ASV2942	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV2943	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Halocynthiibacter	NA
ASV2944	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleibacter	NA
ASV2945	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Halomonas	ventosae
ASV2946	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
ASV2947	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
ASV2948	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Spongiispira	NA
ASV2949	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
ASV2950	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV2951	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Marimicrobium	NA
ASV2952	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV2953	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
ASV2954	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
ASV2955	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
ASV2956	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Mesorhizobium	NA
ASV2957	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV2958	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria	Pseudomonas	NA
ASV2959	Bacteria	Bacteroidetes	Flavobacteriales	NS7_marine_group	Bacteroidia	NA	NA
ASV2960	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
ASV2961	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2962	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Dasania	NA
ASV2963	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
ASV2964	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
ASV2965	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Litorimonas	NA
ASV2966	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
ASV2967	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Litoribacillus	NA
ASV2968	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
ASV2969	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV2970	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Taeseokella	NA
ASV2971	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
ASV2972	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
ASV2973	Bacteria	Actinobacteria	Frankiales	Sporichthyaceae	Actinobacteria	Candidatus_Planktophila	NA
ASV2974	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV2975	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
ASV2976	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
ASV2977	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
ASV2978	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2979	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	baumannii/bereziniae
ASV2980	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
ASV2981	Bacteria	Proteobacteria	Desulfobacterales	Desulfobacteraceae	Deltaproteobacteria	Desulfoconvexum	NA
ASV2982	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
ASV2983	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
ASV2984	Bacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinobacteria	Nocardioides	NA
ASV2985	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV2986	Bacteria	Firmicutes	Lactobacillales	Streptococcaceae	Bacilli	Streptococcus	mitis/pneumoniae/pseudopneumoniae
ASV2987	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV2988	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS5_marine_group	NA
ASV2989	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS5_marine_group	NA
ASV2990	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	NA	NA
ASV2991	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
ASV2992	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Zhongshania	NA
ASV2993	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
ASV2994	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	NA
ASV2995	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
ASV2996	Bacteria	Bacteroidetes	Cytophagales	Bernardetiaceae	Bacteroidia	Bernardetia	NA
ASV2997	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Portibacter	NA
ASV2998	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
ASV2999	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Amylibacter	NA
ASV3000	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
ASV3001	Bacteria	Proteobacteria	Nitrosococcales	Nitrosococcaceae	Gammaproteobacteria	NA	NA
ASV3002	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	SAR92_clade	NA
ASV3003	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
ASV3004	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Sulfitobacter	NA
ASV3005	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	OM27_clade	NA
ASV3006	Bacteria	Proteobacteria	Betaproteobacteriales	Gallionellaceae	Gammaproteobacteria	Candidatus_Nitrotoga	NA
ASV3007	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV3008	Bacteria	Verrucomicrobia	Chthoniobacterales	Chthoniobacteraceae	Verrucomicrobiae	Candidatus_Udaeobacter	NA
ASV3009	Bacteria	Bacteroidetes	Cytophagales	Spirosomaceae	Bacteroidia	Lacihabitans	NA
ASV3010	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Curvibacter	gracilis
ASV3011	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
ASV3012	Bacteria	Proteobacteria	Parvibaculales	Parvibaculaceae	Alphaproteobacteria	NA	NA
