ASVs	Kingdom	Phylum	Order	Family	Class	Genus	V7
2745	ASV2745	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2746	ASV2746	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
2747	ASV2747	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Ekhidna	NA
2748	ASV2748	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Crocinitomix	NA
2749	ASV2749	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Robiginitomaculum	NA
2750	ASV2750	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NS3a_marine_group	NA
2751	ASV2751	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
2752	ASV2752	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
2753	ASV2753	Bacteria	Proteobacteria	Thalassobaculales	Nisaeaceae	Alphaproteobacteria	OM75_clade	NA
2754	ASV2754	Bacteria	Chlamydiae	Chlamydiales	Simkaniaceae	Chlamydiae	Candidatus_Fritschea	NA
2755	ASV2755	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2756	ASV2756	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
2757	ASV2757	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	SM1A02	NA
2758	ASV2758	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	NA	NA
2759	ASV2759	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Hellea	NA
2760	ASV2760	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2761	ASV2761	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
2762	ASV2762	Bacteria	Proteobacteria	Rickettsiales	AB1	Alphaproteobacteria	NA	NA
2763	ASV2763	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
2764	ASV2764	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Loktanella	NA
2765	ASV2765	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2766	ASV2766	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2767	ASV2767	Bacteria	Proteobacteria	SAR11_clade	Clade_I	Alphaproteobacteria	Clade_Ia	NA
2768	ASV2768	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
2769	ASV2769	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
2770	ASV2770	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
2771	ASV2771	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
2772	ASV2772	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2773	ASV2773	Bacteria	Proteobacteria	Myxococcales	P3OB-42	Deltaproteobacteria	NA	NA
2774	ASV2774	Bacteria	Proteobacteria	Tenderiales	Tenderiaceae	Gammaproteobacteria	Candidatus_Tenderia	NA
2775	ASV2775	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
2776	ASV2776	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2777	ASV2777	Bacteria	Proteobacteria	Rhodospirillales	AEGEAN-169_marine_group	Alphaproteobacteria	NA	NA
2778	ASV2778	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2779	ASV2779	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
2780	ASV2780	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
2781	ASV2781	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetovibrio	NA
2782	ASV2782	Bacteria	Actinobacteria	Microtrichales	Ilumatobacteraceae	Acidimicrobiia	Ilumatobacter	NA
2783	ASV2783	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
2784	ASV2784	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Fabibacter	NA
2785	ASV2785	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
2786	ASV2786	Bacteria	Bacteroidetes	Rhodothermales	Rhodothermaceae	Rhodothermia	NA	NA
2787	ASV2787	Bacteria	Planctomycetes	Pirellulales	Pirellulaceae	Planctomycetacia	Rhodopirellula	NA
2788	ASV2788	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Acinetobacter	NA
2789	ASV2789	Bacteria	Proteobacteria	Acetobacterales	Acetobacteraceae	Alphaproteobacteria	Acidiphilium	NA
2790	ASV2790	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
2791	ASV2791	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2792	ASV2792	Bacteria	Proteobacteria	Thiomicrospirales	Thiomicrospiraceae	Gammaproteobacteria	Thiomicrorhabdus	NA
2793	ASV2793	Bacteria	Proteobacteria	Micavibrionales	Micavibrionaceae	Alphaproteobacteria	NA	NA
2794	ASV2794	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
2795	ASV2795	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
2796	ASV2796	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Massilia	NA
2797	ASV2797	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Pseudofulvibacter	NA
2798	ASV2798	Bacteria	Proteobacteria	Rhodospirillales	Magnetospiraceae	Alphaproteobacteria	Magnetospira	NA
2799	ASV2799	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
2800	ASV2800	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
2801	ASV2801	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
2802	ASV2802	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2803	ASV2803	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Psychroserpens	NA
2804	ASV2804	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2805	ASV2805	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	NA	NA
2806	ASV2806	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
2807	ASV2807	Bacteria	Proteobacteria	Alteromonadales	Moritellaceae	Gammaproteobacteria	Moritella	NA
2808	ASV2808	Bacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Thermoleophilia	Solirubrobacter	NA
2809	ASV2809	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
2810	ASV2810	Bacteria	Firmicutes	Lactobacillales	Streptococcaceae	Bacilli	Streptococcus	cristatus/sanguinis
2811	ASV2811	Bacteria	Proteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria	Moraxella	catarrhalis/nonliquefaciens
2812	ASV2812	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
2813	ASV2813	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Salinirepens	NA
2814	ASV2814	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	Granulosicoccus	NA
2815	ASV2815	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Flavobacterium	NA
2816	ASV2816	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	NA	NA
2817	ASV2817	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2818	ASV2818	Bacteria	Proteobacteria	Bdellovibrionales	Bdellovibrionaceae	Deltaproteobacteria	Bdellovibrio	NA
2819	ASV2819	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	NA	NA
2820	ASV2820	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
2821	ASV2821	Bacteria	Bacteroidetes	Chitinophagales	Chitinophagaceae	Bacteroidia	Vibrionimonas	magnilacihabitans
2822	ASV2822	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Kocuria	indica/marina
2823	ASV2823	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2824	ASV2824	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2825	ASV2825	Bacteria	Firmicutes	Bacillales	Staphylococcaceae	Bacilli	Staphylococcus	pasteuri/warneri
2826	ASV2826	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2827	ASV2827	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Olleya	NA
2828	ASV2828	Bacteria	Proteobacteria	Oceanospirillales	Pseudohongiellaceae	Gammaproteobacteria	Pseudohongiella	NA
2829	ASV2829	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2830	ASV2830	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
2831	ASV2831	Bacteria	Proteobacteria	SAR11_clade	Clade_II	Alphaproteobacteria	NA	NA
2832	ASV2832	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
2833	ASV2833	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Aurantivirga	NA
2834	ASV2834	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2835	ASV2835	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
2836	ASV2836	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2837	ASV2837	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Micrococcus	NA
2838	ASV2838	Bacteria	Firmicutes	Lactobacillales	Streptococcaceae	Bacilli	Streptococcus	salivarius/thermophilus
2839	ASV2839	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
2840	ASV2840	Bacteria	Proteobacteria	Alteromonadales	Marinobacteraceae	Gammaproteobacteria	Marinobacter	NA
2841	ASV2841	Bacteria	Proteobacteria	Oceanospirillales	Marinomonadaceae	Gammaproteobacteria	Marinomonas	NA
2842	ASV2842	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Lentibacter	NA
2843	ASV2843	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	NA	NA
2844	ASV2844	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
2845	ASV2845	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
2846	ASV2846	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Lewinella	NA
2847	ASV2847	Bacteria	Kiritimatiellaeota	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellae	R76-B128	NA
2848	ASV2848	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2849	ASV2849	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
2850	ASV2850	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
2851	ASV2851	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
2852	ASV2852	Bacteria	Planctomycetes	Phycisphaerales	Phycisphaeraceae	Phycisphaerae	Urania-1B-19_marine_sediment_group	NA
2853	ASV2853	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
2854	ASV2854	Bacteria	Proteobacteria	Rhizobiales	Labraceae	Alphaproteobacteria	Labrys	ginsengisoli/neptuniae/portucalensis
2855	ASV2855	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
2856	ASV2856	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
2857	ASV2857	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	NA	NA
2858	ASV2858	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Glaciecola	NA
2859	ASV2859	Bacteria	Firmicutes	Bacillales	Paenibacillaceae	Bacilli	Cohnella	NA
2860	ASV2860	Bacteria	Proteobacteria	Thiomicrospirales	Thioglobaceae	Gammaproteobacteria	SUP05_cluster	NA
2861	ASV2861	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Amphritea	NA
2862	ASV2862	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
2863	ASV2863	Bacteria	Verrucomicrobia	Pedosphaerales	Pedosphaeraceae	Verrucomicrobiae	NA	NA
2864	ASV2864	Bacteria	Bacteroidetes	Rhodothermales	Rhodothermaceae	Rhodothermia	NA	NA
2865	ASV2865	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
2866	ASV2866	Bacteria	Proteobacteria	Parvibaculales	PS1_clade	Alphaproteobacteria	NA	NA
2867	ASV2867	Bacteria	Proteobacteria	Myxococcales	Sandaracinaceae	Deltaproteobacteria	NA	NA
2868	ASV2868	Bacteria	Proteobacteria	Francisellales	Francisellaceae	Gammaproteobacteria	NA	NA
2869	ASV2869	Bacteria	Firmicutes	Bacillales	Planococcaceae	Bacilli	Planococcus	NA
2870	ASV2870	Bacteria	Proteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria	Chelatococcus	NA
2871	ASV2871	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
2872	ASV2872	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria	Pseudomonas	NA
2873	ASV2873	Bacteria	Proteobacteria	Oligoflexales	053A03-B-DI-P58	Deltaproteobacteria	NA	NA
2874	ASV2874	Bacteria	Bacteroidetes	Cytophagales	Amoebophilaceae	Bacteroidia	Candidatus_Paenicardinium	NA
2875	ASV2875	Bacteria	Proteobacteria	Rickettsiales	Rickettsiaceae	Alphaproteobacteria	Candidatus_Megaira	NA
2876	ASV2876	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	Luteibaculum	NA
2877	ASV2877	Bacteria	Bacteroidetes	Flavobacteriales	NS9_marine_group	Bacteroidia	NA	NA
2878	ASV2878	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Winogradskyella	NA
2879	ASV2879	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2880	ASV2880	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
2881	ASV2881	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Dokdonia	NA
2882	ASV2882	Bacteria	Firmicutes	Lactobacillales	Lactobacillaceae	Bacilli	Lactobacillus	acidophilus/casei/crispatus/gallinarum
2883	ASV2883	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
2884	ASV2884	Bacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinobacteria	Marmoricola	NA
2885	ASV2885	Bacteria	Proteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria	Pseudoalteromonas	NA
2886	ASV2886	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	NA	NA
2887	ASV2887	Bacteria	Verrucomicrobia	Verrucomicrobiales	DEV007	Verrucomicrobiae	NA	NA
2888	ASV2888	Bacteria	Acidobacteria	Acanthopleuribacterales	Acanthopleuribacteraceae	Holophagae	Acanthopleuribacter	NA
2889	ASV2889	Bacteria	Proteobacteria	Vibrionales	Vibrionaceae	Gammaproteobacteria	Photobacterium	frigidiphilum
2890	ASV2890	Bacteria	Proteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Gammaproteobacteria	NA	NA
2891	ASV2891	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Altererythrobacter	NA
2892	ASV2892	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2893	ASV2893	Bacteria	Proteobacteria	Arenicellales	Arenicellaceae	Gammaproteobacteria	Arenicella	NA
2894	ASV2894	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2895	ASV2895	Bacteria	Chlamydiae	Chlamydiales	Parachlamydiaceae	Chlamydiae	NA	NA
2896	ASV2896	Bacteria	Bacteroidetes	Flavobacteriales	Cryomorphaceae	Bacteroidia	NA	NA
2897	ASV2897	Bacteria	Proteobacteria	Betaproteobacteriales	Burkholderiaceae	Gammaproteobacteria	Glaciimonas	NA
2898	ASV2898	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
2899	ASV2899	Bacteria	Firmicutes	Bacillales	Thermoactinomycetaceae	Bacilli	Planifilum	NA
2900	ASV2900	Bacteria	Proteobacteria	Oligoflexales	Oligoflexaceae	Deltaproteobacteria	NA	NA
2901	ASV2901	Bacteria	Proteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria	Sphingobium	japonicum
2902	ASV2902	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	BD1-7_clade	NA
2903	ASV2903	Bacteria	Proteobacteria	Thiotrichales	Thiotrichaceae	Gammaproteobacteria	Leucothrix	NA
2904	ASV2904	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
2905	ASV2905	Bacteria	Proteobacteria	Oceanospirillales	Nitrincolaceae	Gammaproteobacteria	Profundimonas	NA
2906	ASV2906	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Maribacter	antarcticus
2907	ASV2907	Bacteria	Actinobacteria	Microtrichales	Microtrichaceae	Acidimicrobiia	Sva0996_marine_group	NA
2908	ASV2908	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	NA	NA
2909	ASV2909	Bacteria	Lentisphaerae	Lentisphaerales	Lentisphaeraceae	Lentisphaeria	Lentisphaera	NA
2910	ASV2910	Bacteria	Hydrogenedentes	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedentia	NA	NA
2911	ASV2911	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
2912	ASV2912	Bacteria	Actinobacteria	Micrococcales	Micrococcaceae	Actinobacteria	Kocuria	rhizophila/salsicia
2913	ASV2913	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
2914	ASV2914	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Amylibacter	NA
2915	ASV2915	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2916	ASV2916	Bacteria	Proteobacteria	Myxococcales	Nannocystaceae	Deltaproteobacteria	NA	NA
2917	ASV2917	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2918	ASV2918	Bacteria	Proteobacteria	Cellvibrionales	Porticoccaceae	Gammaproteobacteria	C1-B045	NA
2919	ASV2919	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
2920	ASV2920	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	NA	NA
2921	ASV2921	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	NA	NA
2922	ASV2922	Bacteria	Proteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Gammaproteobacteria	Marinicella	NA
2923	ASV2923	Bacteria	Proteobacteria	Desulfuromonadales	Sva1033	Deltaproteobacteria	NA	NA
2924	ASV2924	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
2925	ASV2925	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2926	ASV2926	Bacteria	Firmicutes	Clostridiales	Lachnospiraceae	Clostridia	Lachnospiraceae_UCG-004	NA
2927	ASV2927	Bacteria	Firmicutes	Bacillales	Bacillaceae	Bacilli	Bacillus	NA
2928	ASV2928	Bacteria	Proteobacteria	Rhizobiales	Xanthobacteraceae	Alphaproteobacteria	Bradyrhizobium	NA
2929	ASV2929	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	NA	NA
2930	ASV2930	Bacteria	Proteobacteria	Nitrosococcales	Methylophagaceae	Gammaproteobacteria	NA	NA
2931	ASV2931	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter	NA
2932	ASV2932	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2933	ASV2933	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	NA	NA
2934	ASV2934	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Actibacter	NA
2935	ASV2935	Bacteria	Bacteroidetes	Cytophagales	Flammeovirgaceae	Bacteroidia	NA	NA
2936	ASV2936	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Peredibacter	NA
2937	ASV2937	Bacteria	Bacteroidetes	Chitinophagales	Saprospiraceae	Bacteroidia	Aureispira	NA
2938	ASV2938	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Roseobacter_clade_NAC11-7_lineage	NA
2939	ASV2939	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Polaribacter_1	NA
2940	ASV2940	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2941	ASV2941	Bacteria	Bacteroidetes	Flavobacteriales	NS7_marine_group	Bacteroidia	NA	NA
2942	ASV2942	Bacteria	Proteobacteria	Oceanospirillales	Kangiellaceae	Gammaproteobacteria	Aliikangiella	NA
2943	ASV2943	Bacteria	Proteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria	Halocynthiibacter	NA
2944	ASV2944	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleibacter	NA
2945	ASV2945	Bacteria	Proteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria	Halomonas	ventosae
2946	ASV2946	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Oleispira	NA
2947	ASV2947	Bacteria	Proteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Gammaproteobacteria	NA	NA
2948	ASV2948	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Spongiispira	NA
2949	ASV2949	Bacteria	Verrucomicrobia	Verrucomicrobiales	Rubritaleaceae	Verrucomicrobiae	Roseibacillus	NA
2950	ASV2950	Bacteria	Epsilonbacteraeota	Campylobacterales	Arcobacteraceae	Campylobacteria	Arcobacter	NA
2951	ASV2951	Bacteria	Proteobacteria	Cellvibrionales	Halieaceae	Gammaproteobacteria	Marimicrobium	NA
2952	ASV2952	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	Ulvibacter	NA
2953	ASV2953	Bacteria	Proteobacteria	Alteromonadales	Psychromonadaceae	Gammaproteobacteria	Psychromonas	NA
2954	ASV2954	Bacteria	Bacteroidetes	Flavobacteriales	Crocinitomicaceae	Bacteroidia	Fluviicola	NA
2955	ASV2955	Bacteria	Bacteroidetes	Cytophagales	Cyclobacteriaceae	Bacteroidia	Reichenbachiella	NA
2956	ASV2956	Bacteria	Proteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria	Mesorhizobium	NA
2957	ASV2957	Bacteria	Proteobacteria	Cellvibrionales	Cellvibrionaceae	Gammaproteobacteria	NA	NA
2958	ASV2958	Bacteria	Proteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria	Pseudomonas	NA
2959	ASV2959	Bacteria	Bacteroidetes	Flavobacteriales	NS7_marine_group	Bacteroidia	NA	NA
2960	ASV2960	Bacteria	Bacteroidetes	Flavobacteriales	Flavobacteriaceae	Bacteroidia	NA	NA
2961	ASV2961	Bacteria	Proteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria	Colwellia	NA
2962	ASV2962	Bacteria	Proteobacteria	Cellvibrionales	Spongiibacteraceae	Gammaproteobacteria	Dasania	NA
2963	ASV2963	Bacteria	Proteobacteria	Legionellales	Legionellaceae	Gammaproteobacteria	NA	NA
2964	ASV2964	Bacteria	Proteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deltaproteobacteria	Halobacteriovorax	NA
2965	ASV2965	Bacteria	Proteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria	Litorimonas	NA
2966	ASV2966	Bacteria	Proteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria	Paraglaciecola	NA
2967	ASV2967	Bacteria	Proteobacteria	Oceanospirillales	Saccharospirillaceae	Gammaproteobacteria	Litoribacillus	NA
2968	ASV2968	Bacteria	Epsilonbacteraeota	Campylobacterales	Thiovulaceae	Campylobacteria	Sulfurimonas	NA
